序号,单词,翻译,美式音标,英式音标
1205,antipsychotic,adj.安定药,[æntaɪsaɪˈkɒtɪk],[æntɪsaɪˈkɒtɪk]
1206,antiquarian,"n.古文物研究者,收集古文物者adj.古文物研究的",[ˌæntɪˈkweriən],[ˌæntɪˈkweərɪən]
1207,antiquarianism,"n.古物研究,好古癖",[æntɪkwɛɚˈrɪrnɪzəm],[æntɪkweəˈrɪənɪzəm]
1208,antiquary,"n.古文物研究者,收集古文物者,古董商人",[ˈæntɪkwəri],[ˈæntɪkwərɪ]
1209,antiquate,"vt.使古旧,废弃",[ˈæntɪˌkwet],[ˈæntɪkwɪt]
1210,antiquated,adj.陈旧的,[ˈæntɪkwetɪd],[ˈæntɪkweɪtɪd]
1211,antique,"n.古物,古董adj.古时的,过时的",[ænˈtik],[ænˈti:k]
1212,antiquity,"n.古代,古老,古代的遗物",[ænˈtɪkwɪti],[ænˈtɪkwɪtɪ]
1213,antiracism,n.反种族主义,[ˌæntɪˈresɪzəm],[ˌæntɪˈreɪsɪzəm]
1214,antiscience,n.科学无用论adj.反对(或屏弃)科学的,[æntɪˈsaɪəns],[æntɪˈsaɪəns]
1215,antiseptic,"adj.防腐的,杀菌的,消过毒的n.防腐剂,杀菌剂",[ˌæntɪˈsɛptɪk],[æntɪˈseptɪk]
1216,antismoking,n.&adj.反对吸烟(的) 禁止吸烟(的),[ˈæntismˈoʊkɪŋ],[ˌæntɪˈsməʊkɪŋ]
1217,antisocial,"adj.不擅社交的,非社交的,反社会的",[ˌæntiˈsoʊʃl],[ˌæntɪˈsəʊʃl]
1218,antithesis,n.对立面,[ænˈtɪθɪsɪs],[ænˈtɪθɪsɪs]
1219,antithetical,"adj.正相反的,对立的",[ˌæntɪˈθɛtɪkəl],[ˌæntɪˈθetɪkəl]
1220,antitoxin,n.抗毒素,[ˌæntɪˈtɒksɪn],[ˌæntɪˈtɒksɪn]
1221,antitrust,adj.反托拉斯的,[ˌæntiˈtrʌst],[ˌæntɪˈtrʌst]
1222,antivenin,"n.抗蛇毒素,抗蛇毒血清",[ˈæntɪvnɪn],[ˈæntɪvnɪn]
1223,antiviral,adj.抗滤过性病原体的,[ˌæntiˈvaɪrəl],[ˌæntɪˈvaɪrəl]
1224,antivirus,n.抗病毒液,[ˌæntiˈvaɪrəs],[ˈænti:vaɪrəs]
1225,antiwar,"adj.反战的,反对战争的",[ˌæntɪˈwɔ],[ˈæntɪˈwɔ:]
1226,antler,"n.鹿角,茸角",[ˈæntlɚ],[ˈæntlə]
1227,antonym,n.反义词,[ˈæntənɪm],[ˈæntənɪm]
1228,antrum,"n.[解]窦,腔,房",[ˈæntrəm],[ˈæntrəm]
1229,anuran,n.[动]无尾目类动物adj.无尾类的,[əˈnjʊrən],[əˈnjurən]
1230,anus,n.肛门,[ˈenəs],[ˈeɪnəs]
1231,anvil,n.[解]砧骨,[ˈænvɪl],[ˈænvɪl]
1232,anxiety,"n.忧虑,焦急,渴望,热望",[æŋˈzaɪəti],[æŋˈzaɪətɪ]
1233,anxious,"adj.观念的,担忧的,渴望的,盼望的",[ˈæŋkʃəs],[ˈæŋkʃəs]
1234,anxiously,"adv.忧虑地,不安地",[ˈæŋkʃəsli],[ˈæŋkʃəslɪ]
1235,any,"adj.任何的,任何一种,所有的 pron.无论那一个,任何",[ˈɛni],[ˈenɪ]
1236,anybody," pron.任何人,重要人物",[ˈenibʌdi],[ˈenɪˌbɒdɪ]
1237,anyhow,"adv.无论如何,总之",[ˈɛniˌhaʊ],[ˈenɪhaʊ]
1238,anymore,"adv.不再,再也不",[ˌɛniˈmɔr],[ˈenɪmɔ:]
1239,anyone,pron.任何一个,[ˈɛniˌwʌn],[ˈenɪwʌn]
1240,anyplace,adv.任何地方,[ˈɛniples],[ˈenɪpleɪs]
1241,anything,pron.任何事,[ˈɛnɪθɪŋ],[ˈenɪθɪŋ]
1242,anytime,"adv.任何时候,无论何时",[ˈɛniˌtaɪm],[ˈenɪˌtaɪm]
1243,anyway,"adv.无论如何,总之",[ˈɛniˌwe],[ˈenɪweɪ]
1244,anywhere,adv.无论何处,[ˈeniwer],[ˈenɪweə]
1245,aob,"Any Other Business,其他事",[ˌei oʊ ˈbi],[ˌeɪ əʊ ˈbi:]
1246,aorta,n.大动脉,[eˈɔrtə],[eɪˈɔ:tə]
1247,apace,"adv.快速地,急速地",[əˈpes],[əˈpeɪs]
1248,apache,n.美洲印第安人的一种族,[əˈpætʃi],[əˈpætʃɪ]
1249,apart,"adv.分离,分成零件,分别地,分离着adj.分开的",[əˈpɑrt],[əˈpɑ:t]
1250,apartheid,n.(南非)种族隔离,[əˈpɑrtaɪt],[əˈpɑ:taɪt]
1251,apartment,"n.<美>公寓住宅,单元住宅,房间",[əˈpɑrtmənt],[əˈpɑ:tmənt]
1252,apathetic,"adj.缺乏兴趣的,缺乏感情的,无动于衷的",[ˌæpəˈθɛtɪk],[ˌæpəˈθetɪk]
1253,apathetically,"adv.冷淡地,无动于衷地",[ˌæpəˈθɛtɪkli],[ˌæpəˈθetɪklɪ]
1254,apathy,"n.缺乏感情或兴趣,冷漠",[ˈæpəθi],[ˈæpəθɪ]
1255,aperiodic,"adj.不定期的,[物]非周期的",[ˌepɪrɪˈɒdɪk],[ˌeɪpɪərɪˈɒdɪk]
1256,aperitif,n.开胃酒,[əˌperəˈti:f],[əˌperəˈti:f]
1257,aperture,"n.孔,穴,缝隙,(照相机,望远镜等的)光圈,孔径",[ˈæpətʃɚ],[ˈæpətjʊə]
1258,apex,n.顶点,[ˈepɛks],[ˈeɪpeks]
1259,aphasia,n.失语症,[əˈfeʒə],[əˈfeɪzɪə]
1260,aphid,n.[动]蚜虫,[ˈefɪd],[ˈeɪfɪd]
1261,aphorism,"n.格言,警语,谚语",[ˈæfəˌrɪzəm],[ˈæfərɪzm]
1262,aphrodite,n.[希神]阿芙罗狄蒂(爱与美的女神),[ˌæfrəˈdaɪti],[ˌæfrəˈdaɪtɪ]
1263,apiary,"n.养蜂场,蜂房",[ˈepieri],[ˈeɪpɪərɪ]
1264,apiculture,n.养蜂,[ˈepɪkʌltʃɚ],[ˈeɪpɪkʌltʃə(r)]
1265,apiece,"adv.每个,每人,各",[əˈpis],[əˈpi:s]
1266,aplastic,"adj.无形的,成长不全的",[əˈplæstɪk],[əˈplæstɪk]
1267,aplomb,"n.沉着,泰然,垂直",[əˈplɑm],[əˈplɒm]
1268,apnea,"n.无呼吸,呼吸暂停",[ˈæpnɪɚ],[ˈæpnɪə]
1269,apocalypse,"n.启示,天启",[əˈpɑkəlɪps],[əˈpɒkəlɪps]
1270,apocalyptic,"adj.启示录的,天启的",[əˌpɑkəˈlɪptɪk],[əpɒkəˈlɪptɪk]
1271,apocrypha,"n.新约外传,(apocrypha)真实性(或权威性)可疑的著作",[əˈpɑkrɪfə],[əˈpɒkrɪfə]
1272,apocryphal,"adj.伪经的,假冒的",[əˈpɑkrɪfl],[əˈpɒkrɪfl]
1273,apogee,n.远地点,[ˈæpədʒi],[ˈæpədʒi:]
1274,apolitical,adj.不关心政治的,[ˌepəˈlɪtɪkəl],[ˌeɪpəˈlɪtɪkl]
1275,apollo,"n.阿波罗,美男子,太阳神",[əˈpɑloʊ],[əˈpɒləʊ]
1276,apologetic,"adj.道歉的,认错的,辩护的",[əˌpɑləˈdʒetɪk],[əpɒləˈdʒetɪk]
1277,apologetically,"adv.辩解地,道歉地",[əˌpɒləˈdʒetɪkli],[əˌpɒləˈdʒetɪklɪ]
1278,apologise,vi.<英>=apologize,[əˈpɒlədʒaɪz],[əˈpɒlədʒaɪz]
1279,apologist,"n.辩护者,辩证者,护教论者",[əˈpɑlədʒɪst],[əˈpɒlədʒɪst]
1280,apologize,"vi.道歉,辩白",[əˈpɑlədʒaɪz],[əˈpɒlədʒaɪz]
1281,apologue,"n.寓言,道德故事",[ˈæpəˌlɔɡ],[ˈæpəlɒg]
1282,apology,"n.(为某种思想,宗教,哲学等)辩解,道歉",[əˈpɑlədʒi],[əˈpɒlədʒɪ]
1283,apophasis,n.[修辞]表面否认要说或正说的话,[əˈpɒfəsɪs],[əˈpɒfəsɪs]
1284,apoplectic,"n.患中风者adj.中风的,易患中风的",[ˌæpəˈplɛktɪk],[æpəˈplektɪk]
1285,apoplexy,n.[医]中风,[ˈæpəˌplɛksi],[ˈæpəpleksɪ]
1286,apostasy,"n.变节,背教,脱党",[əˈpɑstəsi],[əˈpɒstəsɪ]
1287,apostate,"n.变节者,背教者,脱党者adj.变节的,背教的,脱党的",[əˈpɑstet],[əˈpɒsteɪt]
1288,apostle,"n.使徒(指耶稣十二使徒),传道者,最初的传道者",[əˈpɑsl],[əˈpɒsl]
1289,apostolic,adj.使徒的,[ˌæpəˈstɑlɪk],[ˌæpəˈstɒlɪk]
1290,apostrophe,"n.省略符号,呼语",[əˈpɑstrəfi],[əˈpɒstrəfɪ]
1291,apothecary,"n.药剂师,药师",[əˈpɑθəkeri],[əˈpɒθəkərɪ]
1292,apothegm,"n.格言,箴言,警句",[ˈæpəˌθɛm],[ˈæpəθem]
1293,apotheosis,"n.尊为神,神化,颂扬,崇拜,典范",[əˌpɑθiˈoʊsɪs],[əpɒθɪˈəʊsɪs]
1294,appal,v.惊骇,[əˈpɔl],[əˈpɔ:l]
1295,appall,"vt.使胆寒,使惊骇",[əˈpɔl],[əˈpɔ:l]
1296,appalling,"adj.令人震惊的,骇人听闻的",[əˈpɔ:lɪŋ],[əˈpɔ:lɪŋ]
1297,apparatus,"n.器械,设备,仪器",[ˌæpəˈrætəs],[ˌæpəˈreɪtəs]
1298,apparel,"n.衣服,装饰",[əˈpærəl],[əˈpærəl]
1299,apparent,"adj.显然的,外观上的",[əˈpærənt],[əˈpærənt]
1300,apparently,adv.显然地,[əˈpærəntli],[əˈpærəntlɪ]
1301,apparition,"n.离奇出现的东西,(尤指)鬼怪,幽灵,幻影",[ˌæpəˈrɪʃən],[ˌæpəˈrɪʃən]
1302,appeal,"n.请求,呼吁,上诉,吸引力,要求;vi.求助,诉请,要求;vt.控诉",[əˈpil],[əˈpi:l]
1303,appealing,"adj.吸引人的,哀诉似的,恳求似的",[əˈpilɪŋ],[əˈpi:lɪŋ]
1304,appealingly,"adv.上诉地,哀求地",[əˈpilɪŋli],[əˈpi:lɪŋlɪ]
1305,appear,"vi.出现,看来,似乎,公开露面,出版,发表",[əˈpɪɚ],[əˈpɪə]
1306,appearance,"n.出现,露面,外貌,外观",[əˈpɪrəns],[əˈpɪərəns]
1307,appease,"vt.平息,安抚,缓和,使满足",[əˈpiz],[əˈpi:z]
1308,appeasement,n.缓和,[əˈpizmənt],[əˈpi:zmənt]
1309,appellate,adj.受理上诉的,[əˈpelɪt],[əˈpelɪt]
1310,appellation,"n.名称,称呼",[ˌæpəˈleʃən],[ˌæpəˈleɪʃn]
1311,append,"vt.附加,添加,悬挂",[əˈpɛnd],[əˈpend]
1312,appendage,"n.附加物,附属肢体",[əˈpɛndɪdʒ],[əˈpendɪdʒ]
1313,appendant,"n.附属品adj.添加的,附属的",[əˈpɛndənt],[əˈpend(ə)nt]
1314,appendices,"appendix的复数,见appendix",[əˈpɛndɪˌsiz],[əˈpendɪˌsi:z]
1315,appendicitis,"n.阑尾炎,盲肠炎",[əˌpɛndɪˈsaɪtɪs],[əˌpendɪˈsaɪtɪs]
1316,appendix,"n.附录,附属品,[解]阑尾",[əˈpɛndɪks],[əˈpendɪks]
1317,appertain,v.属于,[ˌæpɚˈten],[ˌæpəˈteɪn]
1318,appetiser,n.=appetizer,[ˈæpɪtaɪzɚ],[ˈæpɪtaɪzə]
1319,appetising,adj.=appetizing,[ˈæpɪtaɪzɪŋ],[ˈæpɪtaɪzɪŋ]
1320,appetite,"n.食欲,胃口,欲望,爱好",[ˈæpəˌtaɪt],[ˈæpɪtaɪt]
1321,appetitive,"adj.食欲的,有食欲的,促进食欲的",[əˈpetɪtɪv],[əˈpetɪtɪv]
1322,appetizer,"n.开胃食品,开胃物",[ˈæpɪˌtaɪzɚ],[ˈæpɪtaɪzə]
1323,appetizing,"adj.美味可口的,促进食欲的",[ˈæpɪˌtaɪzɪŋ],[ˈæpɪtaɪzɪŋ]
1324,applaud,"v.拍手喝彩,称赞,赞同",[əˈplɔd],[əˈplɔ:d]
1325,applause,"n.鼓掌欢迎,欢呼",[əˈplɔz],[əˈplɔ:z]
1326,apple,"n.苹果,似苹果的果实",[ˈæpəl],[ˈæpl]
1327,appliance,"n.用具,器具",[əˈplaɪəns],[əˈplaɪəns]
1328,applicability,"n.适用性,适应性",[ˌæplɪkəˈbɪləti],[ˌæplɪkəˈbɪlətɪ]
1329,applicable,"adj.可适用的,可应用的",[ˈæplɪkəbl],[əˈplɪkəbl]
1330,applicant,"n.申请者,请求者",[ˈæplɪkənt],[ˈæplɪkənt]
1331,application,"n.请求,申请,申请表,应用,运用,施用,敷用 应用,应用程序,应用软件",[ˌæplɪˈkeʃən],[ˌæplɪˈkeɪʃən]
1332,applications,NULL,[æplɪˈkeʃəns],[æplɪˈkeɪʃəns]
1333,applied,"adj.应用的,实用的",[əˈplaɪd],[əˈplaɪd]
1334,apply,"vt.申请,应用vi.申请,适用",[əˈplai],[əˈplaɪ]
1335,appoint,"vt.约定,指定(时间,地点),任命,委任",[əˈpɔɪnt],[əˈpɒɪnt]
1336,appointed,"adj.指定的,约定的",[əˈpɔɪntɪd],[əˈpɒɪntɪd]
1337,appointee,"n.被任命者,[律]指定的财产受益人",[əˌpɔɪnˈti],[əˌpɒɪnˈti:]
1338,apportion,v.分配,[əˈpɔrʃn],[əˈpɔ:ʃn]
1339,apportionment,"n.分配,分派,分摊",[əˈpɔrʃənmənt],[əˈpɔ:ʃnmənt]
1340,apposite,adj.适当的,[ˈæpəzɪt],[ˈæpəzɪt]
1341,apposition,"n.并置,同格",[ˌæpəˈzɪʃən],[ˌæpəˈzɪʃən]
1342,appraisal,"n.评价,估价(尤指估价财产,以便征税),鉴定",[əˈprezəl],[əˈpreɪzəl]
1343,appraise,v.评价,[əˈprez],[əˈpreɪz]
1344,appraiser,"n.评价者,鉴定者,估价官",[əˈprezɚ],[əˈpreɪzə]
1345,appreciable,"adj.可感知的,可评估的",[əˈpriʃəbəl],[əˈpri:ʃɪəbl]
1346,appreciably,"adv.略微,有一点",[əˈpriʃəbli],[əˈpri:ʃəblɪ]
1347,appreciate,"vt.赏识,鉴赏,感激vi.增值,涨价",[əˈpriʃiˌet],[əˈpri:ʃɪeɪt]
1348,appreciation,"n.感谢,感激,正确评价,欣赏,增值",[əˌpriʃiˈeʃən],[əˌpri:ʃɪˈeɪʃən]
1349,appreciative," a欣赏的,有欣赏力的,表示感激的,承认有价值的",[əˈpriʃətɪv],[əˈpri:ʃɪətɪv]
1350,appreciator,"n.了解真价者,鉴赏者",[əpˈriʃɪetɚ],[əˈpriʃetə]
1351,apprehend,v.领会理解,[ˌæprɪˈhɛnd],[ˌæprɪˈhend]
1352,apprehensible,"adj.可理解的,可了解的",[ˌæprɪˈhensəbəl],[ˌæprɪˈhensəbl]
1353,apprehension,"n.理解,忧惧,拘捕",[ˌæprɪˈhɛnʃən],[ˌæprɪˈhenʃən]
1354,apprehensive,adj.有理解力的,[ˌæprɪˈhɛnsɪv],[ˌæprɪˈhensɪv]
1355,apprehensively,adv.担心地,[æprɪˈhɛnsɪvli],[æprɪˈhensɪvlɪ]
1356,apprentice,n.学徒v.当学徒,[əˈprɛntɪs],[əˈprentɪs]
1357,apprenticeship,"n.学徒的身份,学徒的年限",[əˈprɛntɪsʃɪp],[əˈprentɪsʃɪp]
1358,apprise,vt.通知,[əˈpraɪz],[əˈpraɪz]
1359,approach,"n.接近,逼近,走进,方法,步骤,途径,通路vt.接近,动手处理vi.靠近",[əˈproʊtʃ],[əˈprəʊtʃ]
1360,approachability,"n.可接近,易接近",[əˌproʊtʃəˈbɪləti],[əˌprəʊtʃəˈbɪlɪtɪ]
1361,approachable,"adj.可接近的,平易近人的,亲切的",[əˈproʊtʃəbl],[əˈprəʊtʃəb(ə)l]
1362,approbate,"vt.许可,认可,承认",[ˈæprəˌbet],[ˈæprəʊˌbeɪt]
1363,approbation,"n.官方批准,认可,嘉许",[ˌæprəˈbeʃən],[ˌæprəˈbeɪʃn]
1364,appropriate,adj.适当的,[əˈproʊprɪet],[əˈprəʊprɪeɪt]
1365,appropriately,adv.适当地,[əˈproʊprɪrtli],[əˈprəʊprɪətlɪ]
1366,appropriation,"n.据为己有,占有,挪用(只指定用途的一笔),拨款",[əˌproʊpriˈeʃn],[əˌprəʊprɪˈeɪʃən]
1367,appropriative,"adj.专用的,可拨用的,充当的",[əˈproʊprɪˌetɪv],[əˈprəʊprɪˌeɪtɪv]
1368,approval,"n.赞成,承认,正式批准",[əˈpruvəl],[əˈpru:vəl]
1369,approve,"vi.赞成,满意vt.批准,通过v.批准",[əˈpruv],[əˈpru:v]
1370,approved,"adj.经核准的,被认可的",[əˈpruvd],[əˈpru:vd]
1371,approving,adj.满意的,[əˈpru:vɪŋ],[əˈpru:vɪŋ]
1372,approvingly,"adv.赞许地,满意地",[əpˈruvɪŋli],[əpˈru:vɪŋlɪ]
1373,approx,"adv.(=approximately)大约,大概",[əˈprɑks],[əˈprɒks]
1374,approximate,"adj.近似的,大约的v.近似,接近,接近,约计",[əˈprɑksɪmət],[əˈprɒksɪmət]
1375,approximately,"adv.近似地,大约",[əˈprɑksɪmətli],[əˈprɒksɪmətlɪ]
1376,approximation,"n.接近,走近,[数]近似值",[əˌprɑksɪˈmeʃn],[əˌprɒksɪˈmeɪʃən]
1377,appurtenance,"n.附件,附属物,[律]从属权利",[əˈpɚtɪnəns],[əˈpɜ:tɪnəns]
1378,apricot,"n.杏,杏树",[ˈæprɪkɑt],[ˈeɪprɪkɒt]
1379,april,n.四月(略作Apr),[ˈeprəl],[ˈeɪprəl]
1380,apron,"n.围裙,外表或作用类似围裙的东西,[机]挡板,护坦",[ˈeprən],[ˈeɪprən]
1381,apropos,"adj.adv.适当地,恰好的",[ˌæprəˈpoʊ],[ˌæprəˈpəʊ]
1382,aps,"American Physical Society,美国物理协会;Advanced Photo System,高级相片系统",[ei pi es],[eɪ pi: es]
1383,apt,"adj.易于...的,有...倾向的,灵敏的,灵巧的,适当的,切题的,敏捷,倾向是",[æpt],[æpt]
1384,apterous,"adj.[生物]无翅的,无翼的",[ˈæptərəs],[ˈæptərəs]
1385,aptitude,"n.恰当,智能,聪明,自然倾向",[ˈæptɪtud],[ˈæptɪtju:d]
1386,aptly,"adv.适当地,适宜地",[ˈæptli],[ˈæptlɪ]
1387,aquaculture,n.水产业,[ˈækwəˌkʌltʃɚ],[ˈækwəˌkʌltʃə]
1388,aquamarine,"n.绿玉,碧绿色",[ˌækwəməˈrin],[ˌækwəməˈri:n]
1389,aquaplane,n.滑木板vi.骑滑水板游戏,[ˈækwəˌplen],[ˈækwəpleɪn]
1390,aquarium,"n.养鱼池,玻璃缸,水族馆",[əˈkwɛrɪəm],[əˈkweərɪəm]
1391,aquarius," 宝瓶宫,宝瓶(星)座",[əˈkwaɪriəs],[əˈkwaɪrɪəs]
1392,aquatic,"adj.水的,水上的,水生的,水栖的",[əˈkwætɪk],[əˈkwætɪk]
1393,aqueduct,"n.沟渠,导水管",[ˈækwɪˌdʌkt],[ˈækwɪˌdʌkt]
1394,aqueous,"adj.水的,水成的",[ˈekwiəs],[ˈeɪkwɪəs]
1395,aquifer,"n.含水土层,蓄水层",[ˈækwəfɚ],[ˈækwɪfə]
1396,aquiline,"adj.鹰的,象鹰的,弯曲的",[ˈækwəˌlaɪn],[ˈækwɪlaɪn]
1397,arab,adj.阿拉伯的n.阿拉伯人,[ˈærəb],[ˈærəb]
1398,arabesque,"n.阿拉伯式图饰,蔓藤花纹",[ˌærəˈbɛsk],[ˌærəˈbesk]
1399,arabia,n.阿拉伯半岛,[əˈrebiə],[əˈreɪbjə]
1400,arabian,"adj.阿拉伯的,阿拉伯人的",[əˈrebiən],[əˈreɪbjən]
1401,arabic,adj.阿拉伯的,[ˈærəbɪk],[ˈærəbɪk]
1402,arable,"adj.可耕的,适于耕种的",[ˈærəbəl],[ˈærəbl]
1403,arachnid,n.属于蜘蛛类的节肢动物,[əˈræknɪd],[əˈræknɪd]
1404,arbiter,"n.仲裁者,判优器",[ˈɑrbɪtɚ],[ˈɑ:bɪtə]
1405,arbitrage,"n.仲裁,套汇,套利交易",[ˈɑrbətrɑʒ],[ˈɑ:bɪtrɑ:ʒ]
1406,arbitrageur,n.从事于套利(套汇)之人,[ˌɑrbətrɑˈʒɚ],[ˌɑ:bɪtrɑ:ˈʒɜ:(r)]
1407,arbitrarily,"adv.武断地,任意地,专横地",[ˌɑrbəˈtrɛrəli],[ˌɑ:bɪˈtrərəlɪ]
1408,arbitrariness,"n.任意,霸道,恣意",[ˈɑbɪtrɪnəs],[ˈɑ:bɪtrɪnəs]
1409,arbitrary,"adj.任意的,武断的,独裁的,专断的",[ˈɑrbətrɛri],[ˈɑ:bɪtrərɪ]
1410,arbitrate,v.作出公断,[ˈɑrbɪtret],[ˈɑ:bɪtreɪt]
1411,arbitration,"n.仲裁,公断",[ˌɑrbɪˈtreʃn],[ˌɑ:bɪˈtreɪʃən]
1412,arbitrator,"n.仲裁人,公断者",[ˈɑrbɪtretɚ],[ˈɑ:bɪtreɪtə]
1413,arbor,"n.树阴处,(树枝等形成的)藤架,凉亭,[植]树,乔木",[ˈɑbə],[ˈɑ:bə]
1414,arboreal,"adj.树的,乔木的,树栖的",[ɑrˈbɔriəl],[ɑ:ˈbɔ:rɪəl]
1415,arboretum,"n.树园,植物园",[ˌɑrbəˈritəm],[ˌɑ:bəˈri:təm]
1416,arboriculture,n.树木的培植,[ˈɑrbərɪkʌltʃɚ],[ˈɑ:bərɪkʌltʃə(r)]
1417,arc,"n.弧,弓形,拱;Advanced RISC Computer,高级精简指令集计算机",[ɑrk],[ɑ:k]
1418,arcade,"n.[建]拱廊,有拱廊的街道",[ɑrˈked],[ɑ:ˈkeɪd]
1419,arcane,"adj.神秘的,不可思议的",[ɑrˈken],[ɑ:ˈkeɪn]
1420,arch,"n.拱门,弓形结构,拱形v.(使)弯成弓形adj.主要",[ɑrtʃ],[ɑ:tʃ]
1421,archaeological,"adj.考古学的,考古学上的",[ˌɑkɪrˈlɒdʒɪkl],[ˌɑ:kɪəˈlɒdʒɪkəl]
1422,archaeologist,n.考古学家,[ˌɑrkɪˈɑlədʒɪst],[ˌɑ:kɪˈɒlədʒɪst]
1423,archaeology,n.考古学,[ˌɑrkiˈɑlədʒi],[ˌɑ:kɪˈɒlədʒɪ]
1424,archaeopteryx,n.始祖鸟(古代生物),[ˌɑrkiˈɑpterɪks],[ˌɑ:kɪˈɒptərɪks]
1425,archaic,"adj.古老的,古代的,陈旧的",[ɑrˈkek],[ɑ:ˈkeɪɪk]
1426,archangel,"n.天使长,大天使",[ˈɑrkendʒl],[ˈɑ:keɪndʒəl]
1427,archbishop,n.[宗]大教主,[ˌɑrtʃˈbɪʃəp],[ɑ:tʃˈbɪʃəp]
1428,archdiocese,n.大主教之管区,[ˌɑrtʃˈdaɪəsɪs],[ˌɑ:tʃˈdaɪəsɪs]
1429,arched,"adj.弓形的,有拱的",[ɑrtʃt],[ɑ:tʃt]
1430,archenemy,"n.主要敌人,[基督教]撒旦",[ˈɑtʃˈenəmi],[ˈɑ:tʃˈenɪmɪ]
1431,archeological,adj.考古学的,[ˌɑkɪəˈlɑdʒɪkəl],[ˌɑ:kɪəˈlɒdʒɪkəl]
1432,archeologist,n.考古学家,[ˌɑkɪˈɑlədʒɪst],[ˌɑ:kɪˈɒlədʒɪst]
1433,archeology,n.考古学,[ˌɑrkiˈɑlədʒi],[ɑ:kɪˈɒlədʒɪ]
1434,archer,"n.射手,弓术家,[天]人马星座",[ˈɑrtʃɚ],[ˈɑ:tʃə]
1435,archery,n.箭术,[ˈɑrtʃəri],[ˈɑ:tʃərɪ]
1436,archetypal,adj.原型的,[ˌɑrkɪˈtaɪpl],[ˌɑ:kɪˈtaɪpl]
1437,archetype,n.原型,[ˈɑrkɪˌtaɪp],[ˈɑ:kɪtaɪp]
1438,arching,"n.[建]弓状结构,拱架",[ˈɑtʃɪŋ],[ˈɑ:tʃɪŋ]
1439,archipelago,"n.群岛,多岛海",[ˌɑrkɪˈpɛləgoʊ],[ˌɑ:kɪˈpeləgəʊ]
1440,architect,n.建筑师,[ˈɑrkɪtekt],[ˈɑ:kɪtekt]
1441,architectural,"adj.建筑上的,建筑学的",[ˌɑrkɪˈtektʃərəl],[ˌɑ:kɪˈtektʃərəl]
1442,architecture,"n.建筑,建筑学 体系机构",[ˈɑrkɪtektʃə(r)],[ˈɑ:kɪtektʃə]
1443,archival,adj.关于档案的,[ɑˈkaɪvəl],[ɑ:ˈkaɪvəl]
1444,archive,vt.存档n.档案文件,[ˈɑrkaɪv],[ˈɑ:kaɪv]
1445,archives,"n.档案,公文,档案室,案卷保管处",[ˈɑrkaɪvz],[ˈɑ:kaɪvz]
1446,archway,"n.拱门,拱道",[ˈɑrtʃwe],[ˈɑ:tʃweɪ]
1447,arctic,"adj.北极的,北极区的n.北极,北极圈",[ˈɑrktɪk],[ˈɑ:ktɪk]
1448,ardent,"adj.热心的,热情洋溢的,激烈的,燃烧般的",[ˈɑrdnt],[ˈɑ:dənt]
1449,ardor,"n.热诚,情欲,激情,热情,炽热",[ˈɑrdɚ],[ˈɑ:də]
1450,ardour,"n.热心,热情,情欲,激情,灼热",[ˈɑrdɚ],[ˈɑ:də]
1451,arduous,"adj.费劲的,辛勤的,险峻的",[ˈɑrdʒuəs],[ˈɑ:djʊəs]
1452,are," prep.是,在,公亩",[ɑr],[ɑ:]
1453,area,"n.范围,区域,面积,地区,空地",[ˈɛrɪə],[ˈeərɪə]
1454,arena,"n.竞技场,舞台",[əˈrinə],[əˈri:nə]
1455,argentina,n.阿根廷(南美洲南部国家)n.阿根廷(南美洲国家),[ˌɑrdʒənˈtinə],[ˌɑ:dʒənˈti:nə]
1456,argentine,"n.银,银色素,银色工艺材料adj.银的,银色的n.阿根廷人adj.阿根廷的",[ˈɑrdʒənˌtaɪn],[ˈɑ:dʒəntaɪn]
1457,argon,n.[化]氩,[ˈɑrgɑn],[ˈɑ:ɡɒn]
1458,argot,"n.暗语,暗号,隐语",[ˈɑrgət],[ˈɑ:ɡəʊ]
1459,arguable,"adj.可辩论的,可论证的",[ˈɑrgjuəbl],[ˈɑ:ɡjʊəbl]
1460,arguably,"adv.可论证地,正如可提出证据加以证明的那样",[ˈɑrgjuəbli],[ˈɑ:ɡjʊəblɪ]
1461,argue,"vi.争论,辩论vt.说服",[ˈɑrgju],[ˈɑ:ɡju:]
1462,argument,"n.争论,辩论,论据,论点,～ (for,against),意见",[ˈɑrgjumənt],[ˈɑ:ɡjumənt]
1463,argumentation,"n.争论,论证,论点,讨论",[ˌɑrgjumənˈteʃn],[ˌɑ:gjumənˈteɪʃn]
1464,argumentative,"adj.好辩的,争论的",[ˌɑrgjuˈmentətɪv],[ˌɑ:ɡjuˈmentətɪv]
1465,aria,"n.独唱曲,咏叹调,唱腔",[ˈɑrɪɚ],[ˈɑ:rɪə]
1466,arid,"adj.干旱的,贫瘠的(土地等),无趣的,沉闷的",[ˈærɪd],[ˈærɪd]
1467,aridity,"n.干旱,乏味",[əˈrɪdəti],[əˈrɪdətɪ]
1468,aries,"n.白羊座,白羊宫",[ˈɛriz],[ˈeəri:z]
1469,arise,"vi.出现,发生,起因于",[əˈraɪz],[əˈraɪz]
1470,arisen,"adj.兴起的,出现的",[əˈrɪzn],[əˈrɪzən]
1471,aristocracy,"n.贵族,贵族政府,贵族统治",[ˌærɪˈstɑkrəsi],[ˌærɪsˈtɒkrəsɪ]
